Iter Energy Num_walker Shift
0 -4.0681159321172 1 -3.8972653058516706 
1 -4.0681159321172 1 -3.8972653058516706 
2 -4.0681159321172 1 -3.8972653058516706 
3 -4.0681159321172 1 -3.8972653058516706 
4 -4.0681159321172 1 -3.8972653058516706 
5 -4.0681159321172 1 -3.8972653058516706 
6 -4.0681159321172 1 -3.8972653058516706 
7 -4.0681159321172 1 -3.8972653058516706 
8 -4.0681159321172 1 -3.8972653058516706 
9 -4.0681159321172 1 -3.8972653058516706 
10 -4.068677637787532 2 -3.8972653058516706 
11 -4.068677637787532 2 -3.8972653058516706 
12 -4.068677637787532 2 -3.8972653058516706 
13 -4.068677637787532 2 -3.8972653058516706 
14 -4.068677637787532 2 -3.8972653058516706 
15 -4.068677637787532 2 -3.8972653058516706 
16 -4.068677637787532 2 -3.8972653058516706 
17 -4.068677637787532 2 -3.8972653058516706 
18 -4.068677637787532 2 -3.8972653058516706 
19 -4.068677637787532 2 -3.8972653058516706 
20 -4.068677637787532 2 -3.8972653058516706 
21 -4.068677637787532 2 -3.8972653058516706 
22 -4.068677637787532 2 -3.8972653058516706 
23 -4.068677637787532 2 -3.8972653058516706 
24 -4.068677637787532 2 -3.8972653058516706 
25 -4.068677637787532 2 -3.8972653058516706 
26 -4.068677637787532 2 -3.8972653058516706 
27 -4.068677637787532 2 -3.8972653058516706 
28 -4.068677637787532 2 -3.8972653058516706 
29 -4.068677637787532 2 -3.8972653058516706 
30 -4.109067343041911 3 -3.8972653058516706 
31 -4.068677637787532 2 -3.8972653058516706 
32 -4.068677637787532 2 -3.8972653058516706 
33 -4.068677637787532 2 -3.8972653058516706 
34 -4.068677637787532 2 -3.8972653058516706 
35 -4.068677637787532 2 -3.8972653058516706 
36 -4.068677637787532 2 -3.8972653058516706 
37 -4.068677637787532 2 -3.8972653058516706 
38 -4.068677637787532 2 -3.8972653058516706 
39 -4.102736357904645 4 -3.8972653058516706 
40 -4.072727408600219 3 -3.8972653058516706 
41 -4.111129204964812 4 -3.8972653058516706 
42 -4.14942363752236 5 -3.8972653058516706 
43 -4.14942363752236 5 -3.8972653058516706 
44 -4.14942363752236 5 -3.8972653058516706 
45 -4.14942363752236 5 -3.8972653058516706 
46 -4.207950572485538 6 -3.8972653058516706 
47 -4.172232214425325 5 -3.8972653058516706 
48 -4.136413740468468 4 -3.8972653058516706 
49 -4.172232214425325 5 -3.8972653058516706 
50 -4.136413740468468 4 -3.8972653058516706 
51 -4.136413740468468 4 -3.8972653058516706 
52 -4.136413740468468 4 -3.8972653058516706 
53 -4.136413740468468 4 -3.8972653058516706 
54 -4.136413740468468 4 -3.8972653058516706 
55 -4.136413740468468 4 -3.8972653058516706 
56 -4.136413740468468 4 -3.8972653058516706 
57 -4.136413740468468 4 -3.8972653058516706 
58 -4.136912956720583 5 -3.8972653058516706 
59 -4.136912956720583 5 -3.8972653058516706 
60 -4.136830229630738 7 -3.8972653058516706 
61 -4.136830229630738 7 -3.8972653058516706 
62 -4.136830229630738 7 -3.8972653058516706 
63 -4.1648193903790975 8 -3.8972653058516706 
64 -4.129908069789225 9 -3.8972653058516706 
65 -4.115290850862587 10 -3.8972653058516706 
66 -4.115073841108273 11 -3.8972653058516706 
67 -4.136136970663822 12 -3.8972653058516706 
68 -4.129704840812556 10 -3.8972653058516706 
69 -4.129226560116002 9 -3.8972653058516706 
70 -4.108761830519566 9 -3.8972653058516706 
71 -4.108761830519566 9 -3.8972653058516706 
72 -4.100615260930331 10 -3.8972653058516706 
73 -4.100615260930331 10 -3.8972653058516706 
74 -4.100615260930331 10 -3.8972653058516706 
75 -4.084499135650049 9 -3.8972653058516706 
76 -4.096846536496456 10 -3.8972653058516706 
77 -4.111655270317262 10 -3.8972653058516706 
78 -4.122327535320899 12 -3.8972653058516706 
79 -4.122522119153396 13 -3.8972653058516706 
80 -4.108362750579369 13 -3.8972653058516706 
81 -4.094358525885786 14 -3.8972653058516706 
82 -4.080359765209324 13 -3.8972653058516706 
83 -4.091822927612484 14 -3.8972653058516706 
84 -4.078461964266105 15 -3.8972653058516706 
85 -4.100170651592333 16 -3.8972653058516706 
86 -4.089075195442041 18 -3.8972653058516706 
87 -4.045396296363381 14 -3.8972653058516706 
88 -4.032651811320391 13 -3.8972653058516706 
89 -4.030787893722095 13 -3.8972653058516706 
90 -4.046804785797905 15 -3.8972653058516706 
91 -4.057043938698 18 -3.8972653058516706 
92 -4.078047117031925 17 -3.8972653058516706 
93 -4.067400946933093 17 -3.8972653058516706 
94 -4.090350218459314 13 -3.8972653058516706 
95 -4.087573409186608 14 -3.8972653058516706 
96 -4.067415978742707 16 -3.8972653058516706 
97 -4.0684842513372175 17 -3.8972653058516706 
98 -4.0684842513372175 17 -3.8972653058516706 
99 -4.068436314117834 20 -3.8972653058516706 
100 -4.080151034794644 20 -3.8972653058516706 
101 -4.069537852163081 22 -3.8972653058516706 
102 -4.060683415673009 20 -3.8972653058516706 
103 -4.060683415673009 20 -3.8972653058516706 
104 -4.0752538500987745 27 -3.8972653058516706 
105 -4.06160421386414 28 -3.8972653058516706 
106 -4.078321998912319 28 -3.8972653058516706 
107 -4.087136222610886 29 -3.8972653058516706 
108 -4.087136222610886 29 -3.8972653058516706 
109 -4.0912502775242325 31 -3.8972653058516706 
110 -4.091458880365151 29 -3.8972653058516706 
111 -4.088803898995152 32 -3.8972653058516706 
112 -4.0946224812745236 34 -3.8972653058516706 
113 -4.094066504909642 33 -3.8972653058516706 
